?SNDlib native format; type: network; version: 1.0
# network zib54

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  N1 ( 218.00 239.00 )
  N2 ( 274.00 580.00 )
  N3 ( 499.00 431.00 )
  N4 ( 243.00 493.00 )
  N5 ( 312.00 458.00 )
  N6 ( 109.00 576.00 )
  N7 ( 401.00 342.00 )
  N8 ( 63.00 352.00 )
  N9 ( 175.00 561.00 )
  N10 ( 248.00 418.00 )
  N11 ( 188.00 334.00 )
  N12 ( 408.00 608.00 )
  N13 ( 275.00 461.00 )
  N14 ( 176.00 513.00 )
  N15 ( 398.00 216.00 )
  N16 ( 127.00 517.00 )
  N17 ( 414.00 446.00 )
  N18 ( 417.00 377.00 )
  N19 ( 229.00 387.00 )
  N20 ( 578.00 484.00 )
  N21 ( 444.00 512.00 )
  N22 ( 222.00 526.00 )
  N23 ( 141.00 138.00 )
  N24 ( 315.00 165.00 )
  N25 ( 345.00 225.00 )
  N26 ( 347.00 309.00 )
  N27 ( 165.00 310.00 )
  N28 ( 173.00 235.00 )
  N29 ( 413.00 308.00 )
  N30 ( 341.00 481.00 )
  N31 ( 430.00 162.00 )
  N32 ( 196.00 599.00 )
  N33 ( 103.00 369.00 )
  N34 ( 428.00 477.00 )
  N35 ( 108.00 300.00 )
  N36 ( 302.00 423.00 )
  N37 ( 207.00 362.00 )
  N38 ( 117.00 438.00 )
  N39 ( 376.00 185.00 )
  N40 ( 75.00 521.00 )
  N41 ( 137.00 388.00 )
  N42 ( 69.00 447.00 )
  N43 ( 530.00 491.00 )
  N44 ( 247.00 553.00 )
  N45 ( 488.00 325.00 )
  N46 ( 270.00 277.00 )
  N47 ( 444.00 119.00 )
  N48 ( 367.00 151.00 )
  N49 ( 401.00 415.00 )
  N50 ( 294.00 606.00 )
  N51 ( 489.00 500.00 )
  N52 ( 391.00 565.00 )
  N53 ( 420.00 195.00 )
  N54 ( 176.00 396.00 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  L21_N18_N7 ( N18 N7 ) 0.00 0.00 0.00 0.00 ( 2016.00 58967.28 )
  L22_N18_N49 ( N18 N49 ) 0.00 0.00 0.00 0.00 ( 2016.00 132676.38 )
  L23_N20_N12 ( N20 N12 ) 0.00 0.00 0.00 0.00 ( 2016.00 678123.72 )
  L24_N20_N43 ( N20 N43 ) 0.00 0.00 0.00 0.00 ( 2016.00 73709.10 )
  L25_N21_N51 ( N21 N51 ) 0.00 0.00 0.00 0.00 ( 2016.00 117934.56 )
  L26_N22_N44 ( N22 N44 ) 0.00 0.00 0.00 0.00 ( 2016.00 191643.66 )
  L27_N23_N25 ( N23 N25 ) 0.00 0.00 0.00 0.00 ( 2016.00 103192.74 )
  L28_N23_N26 ( N23 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 103192.74 )
  L29_N23_N27 ( N23 N27 ) 0.00 0.00 0.00 0.00 ( 2016.00 44225.46 )
  L30_N23_N28 ( N23 N28 ) 0.00 0.00 0.00 0.00 ( 2016.00 73709.10 )
  L31_N24_N23 ( N24 N23 ) 0.00 0.00 0.00 0.00 ( 2016.00 29483.64 )
  L32_N24_N25 ( N24 N25 ) 0.00 0.00 0.00 0.00 ( 2016.00 88450.92 )
  L33_N25_N26 ( N25 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 88450.92 )
  L34_N27_N26 ( N27 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 117934.56 )
  L35_N27_N28 ( N27 N28 ) 0.00 0.00 0.00 0.00 ( 2016.00 58967.28 )
  L36_N29_N25 ( N29 N25 ) 0.00 0.00 0.00 0.00 ( 2016.00 58967.28 )
  L37_N29_N26 ( N29 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 44225.46 )
  L38_N30_N26 ( N30 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 265352.76 )
  L39_N31_N47 ( N31 N47 ) 0.00 0.00 0.00 0.00 ( 2016.00 427512.78 )
  L40_N31_N53 ( N31 N53 ) 0.00 0.00 0.00 0.00 ( 2016.00 368545.50 )
  L41_N32_N9 ( N32 N9 ) 0.00 0.00 0.00 0.00 ( 2016.00 206385.48 )
  L42_N33_N41 ( N33 N41 ) 0.00 0.00 0.00 0.00 ( 2016.00 176901.84 )
  L43_N34_N17 ( N34 N17 ) 0.00 0.00 0.00 0.00 ( 2016.00 147418.20 )
  L44_N35_N23 ( N35 N23 ) 0.00 0.00 0.00 0.00 ( 2016.00 221127.30 )
  L45_N35_N41 ( N35 N41 ) 0.00 0.00 0.00 0.00 ( 2016.00 515963.70 )
  L46_N36_N5 ( N36 N5 ) 0.00 0.00 0.00 0.00 ( 2016.00 176901.84 )
  L47_N36_N10 ( N36 N10 ) 0.00 0.00 0.00 0.00 ( 2016.00 1297280.16 )
  L48_N36_N13 ( N36 N13 ) 0.00 0.00 0.00 0.00 ( 2016.00 324320.04 )
  L49_N36_N26 ( N36 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 560189.16 )
  L50_N37_N19 ( N37 N19 ) 0.00 0.00 0.00 0.00 ( 2016.00 294836.40 )
  L51_N39_N48 ( N39 N48 ) 0.00 0.00 0.00 0.00 ( 2016.00 221127.30 )
  L52_N41_N23 ( N41 N23 ) 0.00 0.00 0.00 0.00 ( 2016.00 855025.56 )
  L53_N42_N38 ( N42 N38 ) 0.00 0.00 0.00 0.00 ( 2016.00 383287.32 )
  L54_N42_N40 ( N42 N40 ) 0.00 0.00 0.00 0.00 ( 2016.00 530705.52 )
  L55_N43_N51 ( N43 N51 ) 0.00 0.00 0.00 0.00 ( 2016.00 117934.56 )
  L56_N44_N2 ( N44 N2 ) 0.00 0.00 0.00 0.00 ( 2016.00 147418.20 )
  L57_N46_N1 ( N46 N1 ) 0.00 0.00 0.00 0.00 ( 2016.00 73709.10 )
  L58_N46_N26 ( N46 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 221127.30 )
  L59_N47_N20 ( N47 N20 ) 0.00 0.00 0.00 0.00 ( 2016.00 663381.90 )
  L60_N47_N23 ( N47 N23 ) 0.00 0.00 0.00 0.00 ( 2016.00 692865.54 )
  L61_N47_N45 ( N47 N45 ) 0.00 0.00 0.00 0.00 ( 2016.00 280094.58 )
  L62_N47_N48 ( N47 N48 ) 0.00 0.00 0.00 0.00 ( 2016.00 250610.94 )
  L63_N49_N17 ( N49 N17 ) 0.00 0.00 0.00 0.00 ( 2016.00 73709.10 )
  L64_N49_N26 ( N49 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 132676.38 )
  L65_N50_N2 ( N50 N2 ) 0.00 0.00 0.00 0.00 ( 2016.00 103192.74 )
  L66_N50_N32 ( N50 N32 ) 0.00 0.00 0.00 0.00 ( 2016.00 486480.06 )
  L67_N52_N4 ( N52 N4 ) 0.00 0.00 0.00 0.00 ( 2016.00 221127.30 )
  L68_N52_N21 ( N52 N21 ) 0.00 0.00 0.00 0.00 ( 2016.00 280094.58 )
  L69_N52_N21 ( N52 N21 ) 0.00 0.00 0.00 0.00 ( 2016.00 280094.58 )
  L70_N52_N22 ( N52 N22 ) 0.00 0.00 0.00 0.00 ( 2016.00 235869.12 )
  L71_N52_N26 ( N52 N26 ) 0.00 0.00 0.00 0.00 ( 2016.00 398029.14 )
  L72_N52_N30 ( N52 N30 ) 0.00 0.00 0.00 0.00 ( 2016.00 147418.20 )
  L73_N52_N50 ( N52 N50 ) 0.00 0.00 0.00 0.00 ( 2016.00 574930.98 )
  L74_N54_N10 ( N54 N10 ) 0.00 0.00 0.00 0.00 ( 2016.00 427512.78 )
  L75_N54_N41 ( N54 N41 ) 0.00 0.00 0.00 0.00 ( 2016.00 589672.80 )
  L76_N27_N54 ( N27 N54 ) 0.00 0.00 0.00 0.00 ( 2016.00 324320.04 )
  L77_N33_N8 ( N33 N8 ) 0.00 0.00 0.00 0.00 ( 2016.00 383287.32 )
  L78_N38_N40 ( N38 N40 ) 0.00 0.00 0.00 0.00 ( 2016.00 368545.50 )
  L79_N40_N32 ( N40 N32 ) 0.00 0.00 0.00 0.00 ( 2016.00 530705.52 )
  L80_N22_N14 ( N22 N14 ) 0.00 0.00 0.00 0.00 ( 2016.00 324320.04 )
  L81_N34_N21 ( N34 N21 ) 0.00 0.00 0.00 0.00 ( 2016.00 250610.94 )
)
